,GSVA_score,AveExpr,t,P.Value,adj.P.Val,B
GOBP_REGULATION_OF_DENDRITE_DEVELOPMENT,0.125597624,-0.035127904,1.878833836,0.066505344,0.099644191,-4.733800223
GOBP_HINDLIMB_MORPHOGENESIS,-0.166755648,0.035519659,-1.878818386,0.0665075,0.099644191,-4.73382703
WP_APOPTOSIS,0.246849415,-0.073402143,1.878384859,0.066568038,0.099715861,-4.734579166
GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS,0.209939594,-0.063498159,1.878346776,0.066573358,0.099715861,-4.73464523
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_CDC25_DN,-0.147457547,0.007442585,-1.87816945,0.066598136,0.099739473,-4.73495283
chr13B1,0.15833996,-0.017520123,1.877878316,0.066638832,0.099786916,-4.735457792
GOBP_EMBRYONIC_AXIS_SPECIFICATION,-0.12513977,-0.014290512,-1.877615122,0.06667564,0.099828526,-4.735914236
GADD45A_TARGET_GENES,0.170429471,-0.061525068,1.877337596,0.066714472,0.099873153,-4.736395476
GOBP_RESPONSE_TO_AXON_INJURY,0.129432111,-0.043262005,1.876823528,0.066786452,0.099967385,-4.737286727
GOBP_REGENERATION,0.107151126,-0.014465485,1.876624867,0.066814286,0.099995522,-4.737631094
GOBP_FC_RECEPTOR_MEDIATED_STIMULATORY_SIGNALING_PATHWAY,0.275820135,-0.066798478,1.874867595,0.067060925,0.100351074,-4.740675862
GOBP_REGULATION_OF_RETROGRADE_PROTEIN_TRANSPORT_ER_TO_CYTOSOL,0.315163804,-0.104183719,1.873525755,0.067249777,0.10062007,-4.74299918
GOMF_PHOSPHOTYROSINE_RESIDUE_BINDING,0.175558371,-0.031736198,1.872864647,0.067342989,0.100745912,-4.744143327
BIOCARTA_TCR_PATHWAY,0.277006423,-0.058890199,1.871291151,0.067565281,0.10105867,-4.746865104
GOBP_POSITIVE_REGULATION_OF_STEM_CELL_DIFFERENTIATION,-0.142648206,-0.03445565,-1.871255572,0.067570315,0.10105867,-4.746926624
GOBP_REGULATION_OF_SYNAPSE_ASSEMBLY,-0.169107547,0.014274948,-1.870553088,0.067669764,0.101193731,-4.748141103
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1,0.331313176,-0.072940701,1.870466943,0.067681968,0.101198305,-4.748290007
GOCC_SPERM_PRINCIPAL_PIECE,-0.178073562,0.033495215,-1.870297142,0.067706028,0.101220604,-4.748583494
GOBP_MONOACYLGLYCEROL_METABOLIC_PROCESS,-0.230204865,-0.000937349,-1.869397407,0.067833642,0.101397688,-4.750138236
GOBP_HOMOTYPIC_CELL_CELL_ADHESION,-0.108518426,0.007135969,-1.868883256,0.067906658,0.101493122,-4.7510264
GOBP_NEUROTRANSMITTER_RECEPTOR_TRANSPORT,-0.129210563,0.065715961,-1.868497828,0.067961437,0.101561278,-4.751692066
GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_MIGRATION,0.236674936,-0.080107648,1.867726624,0.068071158,0.101711509,-4.753023645
GOBP_REGULATION_OF_NIK_NF_KAPPAB_SIGNALING,0.179575144,-0.053890999,1.866563955,0.068236858,0.101945331,-4.755030246
GOBP_RHO_PROTEIN_SIGNAL_TRANSDUCTION,0.115803442,-0.051197323,1.865496642,0.068389269,0.10215924,-4.756871332
ZFP458_TARGET_GENES,0.179832866,-0.046822874,1.864593799,0.068518419,0.102338349,-4.758428007
TABULA_MURIS_SENIS_PANCREAS_ENDOTHELIAL_CELL_AGEING,0.286517987,-0.055997432,1.864353607,0.068552813,0.102375901,-4.758842035
GOBP_CELL_MATRIX_ADHESION,0.123331618,-0.049866731,1.864153418,0.06858149,0.102404907,-4.759187074
ZHENG_IL22_SIGNALING_UP,-0.193747309,-0.051972585,-1.863839278,0.068626511,0.102458307,-4.75972845
WP_OXIDATIVE_DAMAGE_RESPONSE,0.219715473,-0.05712172,1.863741144,0.06864058,0.102465488,-4.759897556
GOCC_BASAL_PART_OF_CELL,0.118867328,-0.032461181,1.863126817,0.06872871,0.102583208,-4.760955988
GOBP_ESTABLISHMENT_OF_BLOOD_BRAIN_BARRIER,0.185099331,-0.018626483,1.861400644,0.068976857,0.102939703,-4.763928434
chr11D,0.08194642,-0.006723373,1.861130453,0.069015767,0.102983883,-4.764393485
chr2F1,0.121670851,-0.026921114,1.860866507,0.069053795,0.103026736,-4.764847732
REACTOME_IRAK1_RECRUITS_IKK_COMPLEX,0.314631542,-0.074445044,1.860708977,0.0690765,0.103046718,-4.765118812
GOBP_NEURONAL_ACTION_POTENTIAL_PROPAGATION,-0.313090339,0.131519889,-1.860444219,0.069114675,0.103089768,-4.765574367
WP_ETHANOL_METABOLISM_RESULTING_IN_PRODUCTION_OF_ROS_BY_CYP2E1,0.251344674,-0.060369831,1.860366585,0.069125872,0.103092574,-4.765707937
GOMF_STRUCTURAL_CONSTITUENT_OF_CYTOSKELETON,0.157848795,-0.034814809,1.860045312,0.069172225,0.103147802,-4.76626064
GOBP_ARGININE_METABOLIC_PROCESS,0.230063727,-0.042608025,1.859973377,0.069182607,0.103149385,-4.766384382
GOBP_SECONDARY_METABOLIC_PROCESS,0.127305153,-0.034801024,1.859767511,0.069212327,0.103179794,-4.766738489
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION,0.281486745,-0.062761852,1.859396745,0.06926588,0.103245721,-4.767376154
GOBP_POSITIVE_REGULATION_OF_SECRETION,0.097933428,-0.028182739,1.859226204,0.069290525,0.103268545,-4.767669423
IKEDA_MIR30_TARGETS_DN,0.192122494,-0.036674556,1.85867513,0.06937021,0.103367911,-4.768616915
REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE,0.320280641,-0.076311504,1.858591513,0.069382308,0.103367911,-4.768760662
GOBP_DETECTION_OF_EXTERNAL_BIOTIC_STIMULUS,0.183520896,-0.048790086,1.858571392,0.06938522,0.103367911,-4.768795252
GOBP_LEFT_RIGHT_AXIS_SPECIFICATION,0.300737913,-0.072743366,1.85847418,0.069399287,0.103374951,-4.768962361
GOBP_CELLULAR_RESPONSE_TO_VITAMIN,0.198873,-0.069138544,1.857357325,0.069561081,0.103602008,-4.770881714
GOBP_COMPLEMENT_ACTIVATION,-0.183232888,0.058029002,-1.856986572,0.069614861,0.103668153,-4.771518646
GOBP_ENTEROENDOCRINE_CELL_DIFFERENTIATION,-0.171012956,0.065899185,-1.85644905,0.069692894,0.103770393,-4.772441884
GOBP_RESPONSE_TO_INTERLEUKIN_1,0.15888087,-0.050419662,1.856097769,0.06974393,0.103832414,-4.773045115
GOBP_SENSORY_SYSTEM_DEVELOPMENT,0.093370666,-0.006395701,1.855986981,0.069760033,0.103842416,-4.773235342
GOBP_STABILIZATION_OF_MEMBRANE_POTENTIAL,-0.20815933,0.073316852,-1.855817926,0.06978461,0.10386503,-4.773525599
REACTOME_SIALIC_ACID_METABOLISM,0.169618585,-0.064995427,1.855344373,0.069853495,0.103953574,-4.774338538
GOCC_AXONAL_GROWTH_CONE,0.161183895,-0.063889763,1.854593234,0.069962877,0.104099051,-4.775627637
GOBP_NEGATIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION,0.201940976,-0.047054651,1.854543904,0.069970065,0.104099051,-4.77571228
GOBP_EPIDERMIS_DEVELOPMENT,-0.088607339,-0.00619296,-1.853793445,0.070079503,0.104247852,-4.776999736
REACTOME_APOPTOTIC_EXECUTION_PHASE,0.226010244,-0.050492213,1.853701435,0.07009293,0.104253812,-4.777157552
GOBP_3_UTR_MEDIATED_MRNA_STABILIZATION,0.20683865,-0.036987655,1.852476859,0.070271846,0.10450588,-4.77925733
GOBP_NEGATIVE_REGULATION_OF_NIK_NF_KAPPAB_SIGNALING,0.258651514,-0.054894895,1.851820717,0.070367871,0.104634622,-4.780381924
GOBP_REGULATION_OF_HEART_RATE,-0.156490053,0.069517671,-1.851246025,0.070452067,0.104745744,-4.781366636
GOCC_RNA_POLYMERASE_II_CORE_COMPLEX,0.331733538,-0.107205662,1.850827394,0.070513452,0.104822926,-4.782083778
GOBP_ENERGY_HOMEOSTASIS,0.124347934,-0.001315766,1.850650288,0.070539436,0.104847468,-4.782387131
GOBP_PLATELET_ACTIVATION,0.112629681,-0.030145618,1.850533187,0.07055662,0.104858926,-4.782587691
CUI_TCF21_TARGETS_UP,-0.230766495,0.026809295,-1.850199807,0.070605563,0.104914214,-4.783158614
GOBP_REGULATION_OF_B_CELL_ACTIVATION,0.196592121,-0.0642196,1.850150637,0.070612784,0.104914214,-4.783242813
CHANGOLKAR_H2AFY_TARGETS_DN,0.13087004,-0.015681026,1.849888542,0.070651285,0.104944114,-4.783691586
GOCC_LAMININ_COMPLEX,-0.238288215,0.117057767,-1.849884526,0.070651875,0.104944114,-4.783698462
NADLER_OBESITY_DN,0.15290473,-0.052163159,1.849653674,0.070685802,0.104980416,-4.784093693
BIOCARTA_NFKB_PATHWAY,0.291358336,-0.076766829,1.849438162,0.070717486,0.105013379,-4.784462624
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING,0.327369929,-0.070864119,1.849342359,0.070731575,0.105020208,-4.784626615
GOBP_CELL_CELL_SIGNALING_INVOLVED_IN_CARDIAC_CONDUCTION,-0.262528588,0.085838144,-1.848906606,0.070795687,0.105097593,-4.785372425
GOCC_NADH_DEHYDROGENASE_COMPLEX,0.310015379,-0.070509009,1.848830484,0.070806892,0.105097593,-4.785502696
LEIN_MIDBRAIN_MARKERS,-0.155953797,0.066191112,-1.848794519,0.070812186,0.105097593,-4.785564243
GOBP_REGULATION_OF_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION,0.30926551,-0.06548534,1.847375878,0.071021291,0.105393805,-4.787991135
GOMF_P_TYPE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,-0.135101274,0.026273462,-1.844901066,0.071387325,0.105922786,-4.792220996
GOBP_CALCIUM_ION_TRANSMEMBRANE_IMPORT_INTO_CYTOSOL,-0.105924907,0.008813723,-1.84452863,0.071442547,0.105990512,-4.792857128
GOBP_NEGATIVE_REGULATION_OF_TISSUE_REMODELING,-0.151502149,0.052522982,-1.844321353,0.071473297,0.106021917,-4.793211116
GOCC_CASPASE_COMPLEX,0.269695126,-0.082975279,1.843849759,0.071543299,0.106111533,-4.794016376
ONGUSAHA_TP53_TARGETS,0.155831498,-0.045923019,1.843733703,0.071560535,0.106122874,-4.79421452
chr7F1,-0.135100074,-0.004240689,-1.84338485,0.071612366,0.106185508,-4.79481005
MIR_7014_3P,0.1199484,-0.021043624,1.842856558,0.071690918,0.10628774,-4.795711718
BIOCARTA_CDMAC_PATHWAY,0.262212073,-0.076037191,1.84244839,0.071751658,0.106363542,-4.79640821
VANDESLUIS_COMMD1_TARGETS_GROUP_2_UP,0.273782197,-0.083322097,1.842072379,0.071807651,0.106432289,-4.797049713
BIOCARTA_ERK_PATHWAY,0.184176675,-0.02195437,1.841726253,0.071859227,0.106481583,-4.79764013
chr4D3,0.105346453,-0.023004347,1.841720032,0.071860154,0.106481583,-4.79765074
GOBP_POSITIVE_REGULATION_OF_NITRIC_OXIDE_METABOLIC_PROCESS,0.193112163,-0.079739841,1.841289266,0.071924386,0.106562493,-4.7983854
GOBP_T_CELL_DIFFERENTIATION_IN_THYMUS,0.191963698,-0.059742921,1.841222981,0.071934275,0.106562876,-4.798498435
GOBP_RESPONSE_TO_ETHANOL,0.115603844,0.012221785,1.841096212,0.071953189,0.106576628,-4.7987146
GOBP_CELL_ADHESION_MOLECULE_PRODUCTION,0.1827781,0.025055127,1.840963058,0.07197306,0.106591794,-4.79894164
GOBP_BONE_MATURATION,-0.151224731,0.063449243,-1.840819533,0.071994484,0.106609255,-4.799186348
GOBP_CELLULAR_RESPONSE_TO_ARSENIC_CONTAINING_SUBSTANCE,0.244864412,-0.053677695,1.839877925,0.072135174,0.106803296,-4.800791365
chr5A1,0.123897624,-0.023791922,1.839739797,0.072155832,0.10681959,-4.801026753
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.33218467,-0.080432827,1.839387267,0.072208577,0.106883376,-4.801627437
GOBP_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY,0.27841201,-0.080606486,1.839137885,0.07224591,0.106924333,-4.802052303
GOMF_TRANSMEMBRANE_TRANSPORTER_BINDING,0.102822143,-0.02984073,1.838321492,0.072368237,0.107091055,-4.803442832
GOBP_RESPONSE_TO_LECTIN,-0.275202395,-0.060417452,-1.83758885,0.072478164,0.107239385,-4.804690258
GOBP_REGULATION_OF_EPIDERMAL_GROWTH_FACTOR_ACTIVATED_RECEPTOR_ACTIVITY,0.140635984,-0.013624504,1.83673396,0.072606612,0.107409953,-4.806145286
BIOCARTA_IL2RB_PATHWAY,0.260671891,-0.084062244,1.836692437,0.072612856,0.107409953,-4.806215943
MIR_7093_5P,0.142597235,-0.059866541,1.836564886,0.072632038,0.107423969,-4.806432983
GOMF_PHOSPHOLIPID_TRANSPORTER_ACTIVITY,0.096008506,0.032186097,1.836155059,0.072693701,0.107500802,-4.807130248
GOBP_NEUROTRANSMITTER_RECEPTOR_LOCALIZATION_TO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE,0.161163277,-0.074057155,1.835834204,0.072742008,0.107557866,-4.807676046
TABULA_MURIS_SENIS_LIMB_MUSCLE_B_CELL_AGEING,0.329580914,-0.072344445,1.834472745,0.072947288,0.107846986,-4.809991074
WP_CHEMOKINE_SIGNALING_PATHWAY,0.171180995,-0.050240605,1.832972622,0.073174042,0.108167774,-4.812540173
DURAND_STROMA_NS_UP,0.094714898,-0.03385702,1.832725475,0.073211458,0.108208627,-4.812959969
REACTOME_NEGATIVE_REGULATION_OF_FLT3,0.32786059,-0.099073148,1.832487051,0.073247567,0.10824095,-4.8133649
GOBP_OLIGOSACCHARIDE_BIOSYNTHETIC_PROCESS,-0.195777154,0.090011154,-1.832451919,0.073252889,0.10824095,-4.813424562
GOCC_SCAR_COMPLEX,0.273209862,-0.050270152,1.832039027,0.073315462,0.108318946,-4.814125687
HALLMARK_COAGULATION,-0.135579344,0.037901236,-1.831650836,0.073374333,0.108391452,-4.814784741
REACTOME_ION_CHANNEL_TRANSPORT,-0.108034183,0.069547227,-1.830746023,0.073511706,0.10857989,-4.816320429
GOBP_NEGATIVE_REGULATION_OF_AMINO_ACID_TRANSPORT,-0.193220532,0.071194603,-1.830654654,0.07352559,0.108585904,-4.816475468
GOBP_REGULATION_OF_MONOATOMIC_ANION_TRANSPORT,0.158134991,-0.021732707,1.830546277,0.073542061,0.108595737,-4.816659358
GOBP_ADHERENS_JUNCTION_ASSEMBLY,0.247243744,-0.086972684,1.830472709,0.073553244,0.108597758,-4.816784179
GOBP_CELL_FATE_SPECIFICATION,-0.15406553,0.058826784,-1.830260903,0.073585448,0.108625886,-4.817143525
GOBP_REGULATION_OF_PRODUCTION_OF_SMALL_RNA_INVOLVED_IN_GENE_SILENCING_BY_RNA,0.137586564,-0.036570695,1.830176999,0.073598209,0.108625886,-4.817285865
REACTOME_BETA_OXIDATION_OF_VERY_LONG_CHAIN_FATTY_ACIDS,0.19522136,-0.033331167,1.830153757,0.073601744,0.108625886,-4.817325294
GOBP_REGULATION_OF_MUSCLE_ORGAN_DEVELOPMENT,0.184359087,-0.050546811,1.829749715,0.073663221,0.108695129,-4.818010648
GOBP_POSITIVE_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY,0.177595108,-0.078336507,1.829716312,0.073668305,0.108695129,-4.818067302
GOBP_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY,-0.11433394,0.038632187,-1.828917395,0.073789999,0.10886017,-4.819422056
GOBP_RECEPTOR_LOCALIZATION_TO_SYNAPSE,0.126217939,-0.05317836,1.827656905,0.073982347,0.109129386,-4.821558478
GOBP_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION,-0.130926786,0.015891233,-1.826560476,0.074150003,0.109362113,-4.823415796
GOBP_FC_RECEPTOR_SIGNALING_PATHWAY,0.254606999,-0.107636568,1.826351445,0.074182003,0.109394729,-4.823769781
GOMF_CYSTEINE_TYPE_ENDOPEPTIDASE_REGULATOR_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS,0.190881089,-0.061125383,1.826081309,0.074223374,0.109441153,-4.82422719
GOBP_EMBRYONIC_PATTERN_SPECIFICATION,-0.142532065,0.023834103,-1.82595568,0.074242621,0.109454948,-4.824439892
GOMF_3_5_CYCLIC_AMP_PHOSPHODIESTERASE_ACTIVITY,0.269505143,-0.046955658,1.825701129,0.074281631,0.109497873,-4.824870833
GOBP_PROTEIN_POLYGLUTAMYLATION,0.186874659,-0.060967859,1.8254294,0.074323293,0.109544694,-4.8253308
MIR_466E_5P,0.098641092,-0.044846002,1.825077696,0.074377247,0.109609617,-4.825926054
GOBP_POSITIVE_REGULATION_OF_LYASE_ACTIVITY,-0.145551126,0.018373694,-1.824146343,0.074520281,0.109805783,-4.827501877
GOBP_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS,0.203586089,-0.0582934,1.823012808,0.07469468,0.110048106,-4.829418851
GOBP_REGULATION_OF_RECEPTOR_BINDING,-0.188269036,0.054614541,-1.822886882,0.074714075,0.110049956,-4.829631746
GOBP_REGULATION_OF_MUCUS_SECRETION,0.207363679,-0.033126315,1.822875519,0.074715825,0.110049956,-4.829650956
MP_INCREASED_LUNG_ADENOMA_INCIDENCE,0.186361784,-0.033788446,1.822769927,0.074732092,0.110059267,-4.829829464
GOBP_NUCLEOBASE_CATABOLIC_PROCESS,-0.203454357,0.087114331,-1.822638857,0.074752289,0.110074361,-4.830051031
GOBP_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE,0.160754191,-0.046054611,1.821809018,0.074880263,0.110248136,-4.831453508
GOBP_DICHOTOMOUS_SUBDIVISION_OF_AN_EPITHELIAL_TERMINAL_UNIT,0.195315841,-0.061431407,1.820913257,0.075018611,0.110437136,-4.832966779
GOBP_REGULATION_OF_STEM_CELL_PROLIFERATION,-0.109067687,0.02081773,-1.820813471,0.075034037,0.110445151,-4.833135315
MIR_7653_3P,0.16688613,0.049262158,1.820731568,0.075046699,0.110449099,-4.83327364
LIM_MAMMARY_LUMINAL_MATURE_UP,-0.104393968,0.013684738,-1.820471791,0.075086874,0.110488702,-4.833712341
GOBP_PLATELET_MORPHOGENESIS,0.184107389,-0.036522435,1.820428456,0.075093578,0.110488702,-4.833785519
GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,0.236394808,-0.054765763,1.819900553,0.075175281,0.110594211,-4.834676835
WP_OXIDATIVE_PHOSPHORYLATION,0.29435047,-0.060995789,1.819621582,0.075218487,0.110643065,-4.835147762
GOBP_HEART_VALVE_DEVELOPMENT,-0.138306018,0.017071088,-1.819473907,0.075241367,0.110654424,-4.835397026
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_SECRETION,0.090246318,-0.035138941,1.819442663,0.075246209,0.110654424,-4.835449761
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY,0.268611023,-0.070887483,1.81857437,0.075380863,0.110837714,-4.836914991
MIR_450A_2_3P,0.095016259,0.002530257,1.81844501,0.075400942,0.110852507,-4.837133231
GOBP_LYMPHOCYTE_APOPTOTIC_PROCESS,0.203006405,-0.061045214,1.818379012,0.075411187,0.110852842,-4.83724457
GOBP_OSTEOCLAST_DIFFERENTIATION,0.155059211,-0.048059677,1.817218673,0.07559151,0.111103155,-4.839201497
JECHLINGER_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_DN,0.165707031,-0.057092663,1.817065503,0.075615341,0.111123421,-4.839459739
GOBP_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY,0.160984315,-0.070582932,1.816588642,0.075689573,0.111217742,-4.8402636
GOMF_MONOCARBOXYLIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,-0.159564726,0.045093595,-1.81639777,0.075719302,0.111246654,-4.840585308
GOBP_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,0.090248061,-0.005695974,1.81608834,0.07576752,0.111288312,-4.84110678
GOBP_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_BACTERIUM,0.200479351,-0.052357825,1.816077057,0.075769278,0.111288312,-4.841125792
GOCC_AMPHISOME,0.254829358,-0.0612229,1.816022213,0.075777827,0.111288312,-4.841218211
GOBP_POSITIVE_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS,-0.188503876,-0.026774509,-1.815800953,0.075812325,0.111324202,-4.841591034
MIR_6918_3P,0.123691346,-0.027475754,1.815421698,0.075871487,0.111396295,-4.842229987
GOBP_NEURON_PROJECTION_ARBORIZATION,0.155400429,-0.04542847,1.814544536,0.07600847,0.111575747,-4.843707351
GOMF_PHOSPHATIDYLINOSITOL_BISPHOSPHATE_BINDING,0.105646713,-0.036325532,1.814509942,0.076013876,0.111575747,-4.843765604
CASTELLANO_NRAS_TARGETS_DN,0.210020202,-0.100498086,1.814431736,0.0760261,0.111578889,-4.843897289
GOBP_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_CADHERIN,0.183814242,-0.068843798,1.814062452,0.076083843,0.111648828,-4.84451904
chr7B2,0.212930756,-0.014884327,1.81246149,0.076334605,0.112001954,-4.847213254
GOMF_GLUCOSIDASE_ACTIVITY,0.224840093,-0.095885015,1.81229063,0.076361408,0.112026427,-4.847500669
GOBP_TEMPERATURE_HOMEOSTASIS,0.114721264,-0.027907499,1.811499096,0.076485681,0.112193868,-4.84883185
GOBP_RESPONSE_TO_CHOLESTEROL,0.147325154,-0.037113044,1.811360574,0.076507447,0.112210922,-4.849064762
GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS,0.351076391,-0.077198897,1.810233167,0.076684789,0.112456119,-4.850959812
chr1C3,-0.146720294,0.047613976,-1.809926976,0.076733013,0.112511927,-4.85147431
ICHIBA_GRAFT_VERSUS_HOST_DISEASE_D7_DN,-0.134265687,0.039398718,-1.809748211,0.076761179,0.112538316,-4.851774656
GOBP_2_OXOGLUTARATE_METABOLIC_PROCESS,0.197121716,0.021342303,1.809322303,0.076828321,0.112621831,-4.85249013
GOBP_LABYRINTHINE_LAYER_DEVELOPMENT,-0.111416835,0.003909089,-1.809122411,0.07685985,0.112653125,-4.852825874
GOBP_NEGATIVE_REGULATION_OF_JNK_CASCADE,0.180667587,-0.04618044,1.808782504,0.076913488,0.112716814,-4.853396719
GOBP_POSITIVE_REGULATION_OF_MYELINATION,0.143804832,0.007343969,1.808713632,0.07692436,0.112717819,-4.853512371
GOMF_PEPTIDE_HORMONE_BINDING,-0.180516932,0.081318293,-1.808177884,0.077008977,0.112826868,-4.854411894
REACTOME_FRS_MEDIATED_FGFR3_SIGNALING,-0.148950081,0.051836794,-1.808063164,0.077027106,0.11283849,-4.85460448
SUZUKI_CTCFL_TARGETS_UP,0.164787563,0.100180691,1.807961748,0.077043136,0.112847034,-4.854774721
REACTOME_MAP3K8_TPL2_DEPENDENT_MAPK1_3_ACTIVATION,0.328750869,-0.0849792,1.807844996,0.077061593,0.11285913,-4.854970697
GOBP_PRO_B_CELL_DIFFERENTIATION,0.216092433,-0.021904181,1.80765911,0.077090987,0.112877593,-4.855282698
GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS,0.34914896,-0.079166036,1.807636266,0.0770946,0.112877593,-4.855321039
MIR_6412,-0.194893008,0.042588816,-1.807428384,0.077127485,0.112910801,-4.85566992
GOBP_NEGATIVE_REGULATION_OF_NEUROBLAST_PROLIFERATION,0.170022332,-0.036247511,1.806851547,0.077218797,0.113029524,-4.856637826
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,-0.239190929,0.062895843,-1.806344325,0.077299164,0.113128343,-4.857488701
GOBP_REGULATION_OF_REGULATED_SECRETORY_PATHWAY,0.104315405,-0.040102061,1.80629645,0.077306753,0.113128343,-4.857569
GOBP_ICOSANOID_METABOLIC_PROCESS,-0.137488703,0.081550859,-1.805782118,0.077388325,0.113232739,-4.85843157
GOBP_RETINAL_GANGLION_CELL_AXON_GUIDANCE,-0.251990467,0.030081066,-1.804870388,0.077533102,0.113429575,-4.859960082
MIR_7687_3P,0.15935584,-0.046943545,1.804589548,0.077577743,0.113479882,-4.860430774
GOBP_REGULATION_OF_SODIUM_ION_TRANSPORT,-0.134539502,0.069012782,-1.80408901,0.07765736,0.113581331,-4.861269526
GOBP_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY,0.173971432,-0.058211664,1.803989212,0.077673243,0.113589547,-4.861436733
BERENJENO_ROCK_SIGNALING_NOT_VIA_RHOA_DN,0.163833621,-0.049076095,1.803645623,0.077727945,0.113654524,-4.862012342
MIR_6998_5P,0.109065419,-0.025188135,1.803105768,0.077813958,0.113765261,-4.862916558
GOBP_FOREBRAIN_REGIONALIZATION,-0.261746306,0.075155723,-1.803015507,0.077828347,0.113771267,-4.863067716
GOBP_ACROSOME_REACTION,-0.212080167,0.100346177,-1.802892248,0.077848,0.113784965,-4.863274124
GOBP_REGULATION_OF_MYOBLAST_FUSION,0.223021307,-0.08258726,1.802801793,0.077862425,0.113791019,-4.863425592
chr8A4,-0.132466561,0.09362226,-1.80151291,0.078068211,0.114076697,-4.86558311
GOBP_STRIATED_MUSCLE_ADAPTATION,0.150417739,-0.066703018,1.800850731,0.078174114,0.114216365,-4.866691043
REACTOME_ACYL_CHAIN_REMODELLING_OF_PS,-0.199005794,0.043227164,-1.798822571,0.078499231,0.114676236,-4.870082282
JIANG_AGING_CEREBRAL_CORTEX_UP,0.239863672,-0.061811717,1.798484752,0.078553494,0.114740359,-4.870646819
GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS,-0.141752239,0.087261685,-1.796932606,0.078803216,0.115089928,-4.873239466
MARKEY_RB1_ACUTE_LOF_DN,0.257757264,-0.056839194,1.796790452,0.07882612,0.115108187,-4.873476817
TABULA_MURIS_SENIS_BLADDER_ENDOTHELIAL_CELL_AGEING,0.244105706,-0.061592927,1.796321268,0.078901756,0.115203434,-4.874260088
REACTOME_CHAPERONIN_MEDIATED_PROTEIN_FOLDING,0.19825836,-0.071468692,1.795977478,0.078957216,0.115269202,-4.874833909
GOCC_SPERM_PLASMA_MEMBRANE,-0.195117308,0.008863199,-1.794310129,0.079226656,0.1156473,-4.87761554
GOBP_GLYCOSYL_COMPOUND_CATABOLIC_PROCESS,0.159089066,-0.067212797,1.794225522,0.079240349,0.115652032,-4.877756629
GOCC_SECRETORY_VESICLE,0.090553753,-0.024311751,1.79179047,0.079635293,0.116213128,-4.881814821
GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION,0.126595274,-0.044748512,1.791477952,0.0796861,0.116271939,-4.882335309
chr5B3,-0.148921318,0.07869679,-1.79136318,0.079704766,0.116283842,-4.882526438
MIR_6980_5P,0.134024864,-0.002349322,1.790076139,0.079914332,0.116574215,-4.884669008
